package,github,n_downloads,n_prod_deps,n_dev_deps,stars,issues
convert-units,ben-ng/convert-units,5784395.0,0,13,732,306
@0x/order-utils,0xProject/protocol,72594.0,9,23,341,753
vecti,DerYeger/yeger,70774.0,0,6,265,261
quill-image-compress,benwinding/quill-image-compress,195846.0,1,16,107,48
just-safe-set,angus-c/just,1137840.0,0,0,5748,577
@patternfly/react-console,patternfly/patternfly-react,137396.0,9,9,730,9977
react-native-swiper,leecade/react-native-swiper,3257802.0,1,5,10326,1363
@opentelemetry/propagator-ot-trace,open-telemetry/opentelemetry-js-contrib,191114.0,1,17,581,2000
@malagu/lambda-plugin,cellbang/malagu,26245.0,9,1,674,197
@types/jsts,DefinitelyTyped/DefinitelyTyped,372044.0,1,0,46776,66341
@solana/spl-account-compression,solana-labs/solana-program-library,555904.0,7,30,2783,6393
zapier-platform-cli,zapier/zapier-platform,307422.0,35,10,297,741
vue-splitpane,PanJiaChen/vue-split-pane,617989.0,0,21,533,28
knockback,kmalakoff/knockback,91353.0,3,0,1054,225
@pixi/filter-color-overlay,pixijs/filters,434526.0,1,2,870,444
@types/tempy,sindresorhus/tempy,1655306.0,1,0,409,49
cytoscape-cose-bilkent,cytoscape/cytoscape.js-cose-bilkent,5053401.0,2,16,118,130
@milkdown/plugin-clipboard,Milkdown/milkdown,57531.0,4,2,8189,974
caniuse-api,nyalab/caniuse-api,523411638.0,4,8,352,103
webpack-config-single-spa-react-ts,single-spa/create-single-spa,1722160.0,2,0,119,385
@uiw/react-markdown-preview,uiwjs/react-markdown-preview,2088959.0,14,0,228,261
mdx-prism,mapbox/rehype-prism,76635.0,7,7,177,39
nodemailer-smtp-transport,andris9/nodemailer-smtp-transport,9205243.0,3,7,206,11
@graphql-mesh/types,ardatan/graphql-mesh,2271133.0,7,0,3142,6207
@types/node-os-utils,DefinitelyTyped/DefinitelyTyped,1053142.0,0,0,46776,66341
loopback-datasource-juggler,loopbackio/loopback-datasource-juggler,3352480.0,13,13,278,2201
create-nx-workspace,nrwl/nx,499659.0,8,0,21564,21250
stylelint-config-sky-uk,sky-uk/css,277467.0,3,9,278,17
@firebase/performance,firebase/firebase-js-sdk,68075000.0,6,5,4695,7743
@smui-extra/bottom-app-bar,hperrin/svelte-material-ui,118346.0,5,6,3236,651
@types/rsvp,DefinitelyTyped/DefinitelyTyped,3303759.0,0,0,46776,66341
axios-jwt,jetbridge/axios-jwt,99684.0,4,13,111,72
geojson2svg,gagan-bansal/geojson2svg,319944.0,3,13,205,34
strapi-provider-upload-aws-s3,strapi/strapi,252055.0,2,0,59316,18696
bootstrap2,twbs/bootstrap,21813.0,0,5,167076,37384
cypress-react-selector,abhinaba-ghosh/cypress-react-selector,1877320.0,1,13,271,444
@types/gl-vec3,DefinitelyTyped/DefinitelyTyped,130464.0,0,0,46776,66341
concurrency,jsdevel/webdriver-sync,23868.0,0,3,107,34
@types/electron-localshortcut,DefinitelyTyped/DefinitelyTyped,101198.0,1,0,46776,66341
@types/ng-dialog,DefinitelyTyped/DefinitelyTyped,49148.0,1,0,46776,66341
@types/duplicate-package-checker-webpack-plugin,DefinitelyTyped/DefinitelyTyped,151574.0,1,0,46776,66341
ss-normalize-url,sindresorhus/normalize-url,65345.0,0,16,817,183
@icon-park/vue,bytedance/IconPark,23461.0,3,0,7884,816
@comunica/actor-rdf-metadata-extract-patch-sparql-update,comunica/comunica,143108.0,2,0,405,1255
jquery.browser,gabceb/jquery-browser-plugin,1147633.0,0,10,507,82
@parcel/graph,parcel-bundler/parcel,18175479.0,1,0,43040,8333
overmind,cerebral/overmind,681475.0,4,4,1565,616
react-tree-graph,jpb12/react-tree-graph,122515.0,5,27,190,85
typia,samchon/typia,366009.0,5,11,3923,993
redux-promise,redux-utilities/redux-promise,3918599.0,2,12,2666,81
piral-ng,smapiot/piral,65993.0,1,10,1600,675
@kubb/ts-codegen,kubb-project/kubb,22658.0,1,5,382,859
@types/double-ended-queue,DefinitelyTyped/DefinitelyTyped,858598.0,0,0,46776,66341
@graphql-yoga/plugin-apq,dotansimha/graphql-yoga,392002.0,2,0,7965,2999
@astrojs/internal-helpers,withastro/astro,854011.0,0,1,41176,10134
abcjs,paulrosen/abcjs,96030.0,0,13,1804,999
@ant-design/pro-table,ant-design/pro-components,2291613.0,21,2,3919,8023
gulp-cached,contra/gulp-cached,2808396.0,2,3,452,25
vue-avatar-cropper,overtrue/vue-avatar-cropper,165879.0,3,21,491,811
@instructure/ui-grid,instructure/instructure-ui,301820.0,11,4,426,1463
@fluid-experimental/last-edited,microsoft/FluidFramework,31206.0,7,11,4607,20009
gulp-remember,ahaurw01/gulp-remember,656095.0,3,4,149,31
@remirror/extension-node-formatting,remirror/remirror,893375.0,4,1,2562,2085
ngx-select-dropdown,manishjanky/ngx-select-dropdown,316566.0,3,0,116,291
expect-more-jest,JamieMason/expect-more,1010720.0,3,0,169,60
disc,hughsk/disc,150249.0,14,11,1323,67
react-use-websocket,robtaussig/react-use-websocket,4101786.0,2,30,1370,229
eslint-config-naver,naver/eslint-config-naver,31137.0,2,0,215,34
expo-dev-launcher,expo/expo,4969638.0,6,18,28137,26977
taskr,lukeed/taskr,439608.0,6,1,2527,321
@quasar/app-vite,quasarframework/quasar,905675.0,47,15,25060,12179
charts.css,ChartsCSS/charts.css,147658.0,0,13,6035,88
@tiptap/extension-gapcursor,ueberdosis/tiptap,15294882.0,2,2,23241,3531
@types/hostile,DefinitelyTyped/DefinitelyTyped,136247.0,0,0,46776,66341
@julr/vite-plugin-validate-env,Julien-R44/vite-plugin-validate-env,32124.0,5,15,134,24
@types/koa-response-time,DefinitelyTyped/DefinitelyTyped,219230.0,1,0,46776,66341
emojione,emojione/emojione,1010952.0,0,8,4459,661
@aws-sdk/client-textract,aws/aws-sdk-js-v3,23930452.0,41,8,2801,5575
@types/rollup-plugin-url,DefinitelyTyped/DefinitelyTyped,30308.0,2,0,46776,66341
@clayui/loading-indicator,liferay/clay,68539.0,4,0,205,5779
@types/segment-analytics,DefinitelyTyped/DefinitelyTyped,12556226.0,0,0,46776,66341
@ledgerhq/live-cli,LedgerHQ/ledger-live,38191.0,35,7,379,6378
fastify-postgres,fastify/fastify-postgres,110937.0,2,0,169,168
vue-promise-btn,STUkh/vue-promise-btn,61611.0,0,20,173,23
vue-filepond,pqina/vue-filepond,1134984.0,2,13,1871,285
querystringify,unshiftio/querystringify,774283780.0,0,5,177,38
antd-img-crop,nanxiaobei/antd-img-crop,1683273.0,6,23,463,271
redux-logic,jeffbski/redux-logic,422180.0,5,25,1810,195
medusa-plugin-algolia,medusajs/medusa,72315.0,3,6,22044,6136
nodeplotlib,ngfelixl/nodeplotlib,50951.0,9,0,183,91
@open-wc/scoped-elements,open-wc/open-wc,2304975.0,2,2,2188,2741
aes-js,ricmoo/aes-js,61828413.0,0,4,1407,114
rc-texty,react-component/texty,73416.0,3,16,154,165
@progress/kendo-react-inputs,telerik/kendo-react,2993605.0,14,0,197,2086
@types/ts-nameof,DefinitelyTyped/DefinitelyTyped,263854.0,0,0,46776,66341
@wmik/use-media-recorder,wmik/use-media-recorder,129739.0,1,5,112,33
host-validation,brannondorsey/host-validation,446101.0,0,5,191,11
react-native-track-player,doublesymmetry/react-native-track-player,801675.0,3,15,3080,2224
zip-webpack-plugin,erikdesjardins/zip-webpack-plugin,1776197.0,3,7,105,55
@turf/clusters-dbscan,Turfjs/turf,16352065.0,6,14,8698,2557
reflux,reflux/refluxjs,1379191.0,3,25,5368,555
@abp/bootstrap,abpframework/abp,211559.0,2,0,12077,18829
@types/next,zeit/next.js,1991042.0,1,0,119085,40387
@tanker/datastore-dexie-base,TankerHQ/sdk-js,149668.0,2,0,795,27
@pixi/events,pixijs/pixijs,957917.0,2,0,42131,9511
@vue/cli-plugin-eslint,vuejs/vue-cli,35976006.0,7,0,29752,7290
@ionic-native/email-composer,ionic-team/ionic-native,187805.0,3,0,2360,4704
open-in-editor,lahmatiy/open-in-editor,2065968.0,2,0,202,22
paginationjs,superRaytin/paginationjs,216010.0,0,5,895,142
@azure/core-client,Azure/azure-sdk-for-js,63223729.0,7,14,1903,28860
@snyk/protect,snyk/snyk,1504284.0,0,2,4723,4527
prettier-plugin-sh,un-ts/prettier,2073430.0,3,0,243,350
@0xsequence/auth,0xsequence/sequence.js,371653.0,14,6,275,489
watermarkjs,brianium/watermarkjs,180228.0,0,14,1723,69
react-move,sghall/react-move,4887996.0,4,0,6575,103
@types/winston,winstonjs/winston,10243641.0,1,0,21866,2423
@types/langs,DefinitelyTyped/DefinitelyTyped,149089.0,0,0,46776,66341
react-hook-form-resolvers,react-hook-form/react-hook-form-resolvers,23331.0,1,16,1547,658
shortid,dylang/shortid,63919064.0,1,0,5739,168
@aws-quickstart/eks-blueprints,aws-quickstart/cdk-eks-blueprints,70562.0,25,18,402,949
@aws-sdk/client-route53-recovery-readiness,aws/aws-sdk-js-v3,91561.0,40,7,2801,5575
jquery-textcomplete,yuku-t/jquery-textcomplete,224276.0,0,7,1729,360
@types/testing-library__react,testing-library/react-testing-library,22159528.0,1,0,18553,1220
@sucrase/jest-plugin,alangpierce/sucrase,1551051.0,2,2,5557,827
rn-viewpager,zbtang/React-Native-ViewPager,90939.0,0,0,953,202
stepci,stepci/stepci,131575.0,10,9,1456,147
@unocss/preset-tagify,unocss/unocss,1794862.0,1,0,15114,3134
w3cjs,thomasdavis/w3cjs,197197.0,3,0,159,41
@inquirer/select,SBoudrias/Inquirer.js,775333.0,5,1,19208,1344
@wingconsole/design-system,winglang/wing,25805.0,12,0,3555,5831
matrix-js-sdk,matrix-org/matrix-js-sdk,467603.0,14,61,1416,4101
@pothos/plugin-errors,hayes/pothos,494846.0,2,6,2199,981
@turf/length,Turfjs/turf,19559476.0,4,10,8698,2557
@aws-cdk/aws-rolesanywhere,aws/aws-cdk,79649.0,4,5,11030,28455
@backstage/plugin-badges,backstage/backstage,228174.0,11,4,25846,22385
@cocos/build-engine,cocos-creator/engine,84397.0,24,13,5107,16760
@types/npm-profile,DefinitelyTyped/DefinitelyTyped,27078.0,1,0,46776,66341
element-resize-event,KyleAMathews/element-resize-event,4221612.0,0,7,176,38
@types/secure-password,DefinitelyTyped/DefinitelyTyped,355407.0,1,0,46776,66341
@sentry/remix,getsentry/sentry-javascript,954933.0,12,3,7568,10528
@abp/aspnetcore.mvc.ui.theme.basic,abpframework/abp,109292.0,1,0,12077,18829
vue-checkbox-radio,mariomka/vue-checkbox-radio,51218.0,0,13,103,13
@nrwl/nest,nrwl/nx,10757936.0,1,0,21564,21250
@react-md/chip,mlaursen/react-md,61170.0,9,2,2349,1460
melanke-watchjs,melanke/Watch.JS,47492.0,0,0,2139,132
@vanilla-extract/integration,vanilla-extract-css/vanilla-extract,18770017.0,13,2,9173,906
antd-mobile,ant-design/ant-design-mobile,1926656.0,18,0,11355,6302
alt,goatslacker/alt,950204.0,3,32,3452,740
@graphql-inspector/cli,kamilkisiela/graphql-inspector,5965520.0,21,0,1597,2644
@webiny/app-theme-manager,webiny/webiny-js,22805.0,24,12,7056,3895
node-deb,heartsucker/node-deb,52887.0,0,0,206,114
@types/react-virtualized-select,DefinitelyTyped/DefinitelyTyped,452531.0,3,0,46776,66341
cspell-dict-ruby,streetsidesoftware/cspell-dicts,93283.0,2,0,200,3021
govuk-react,govuk-react/govuk-react,153796.0,56,0,391,1586
echarts-countries-js,chfw/echarts-countries-js,46587.0,0,10,291,39
@algolia/requester-node-http,algolia/algoliasearch-client-javascript,45330602.0,1,8,1293,1489
@spryker-lerna/diff,lerna/lerna,47940.0,4,0,35267,3871
uglifyify,hughsk/uglifyify,1531047.0,5,6,375,102
@crawlee/types,apify/crawlee,607053.0,1,0,11699,2129
pid-port,sindresorhus/pid-port,5229355.0,1,4,137,11
@typescript-deploys/monaco-editor,microsoft/monaco-editor,49222.0,0,32,37790,4027
react-app-rewire-multiple-entry,Derek-Hu/react-app-rewire-multiple-entry,269718.0,1,17,129,41
@zwave-js/server,zwave-js/zwave-js-server,29023.0,4,18,135,1167
@pspdfkit-labs/react-toolbar,radix-ui/primitives,26169.0,10,0,13702,2183
superheroes,sindresorhus/superheroes,90361.0,1,3,233,12
@polkadot/extension-dapp,polkadot-js/extension,444653.0,7,0,938,1309
@radix-ui/react-presence,radix-ui/primitives,47059940.0,7,0,13702,2183
nocodb-daily,nocodb/nocodb,354369.0,128,36,41304,6242
@linaria/vite,callstack/linaria,204093.0,5,2,11108,1397
apollo-boost,apollographql/apollo-client,11046763.0,10,0,19170,11180
@types/bip39,bitcoinjs/bip39,243606.0,1,0,1029,182
@types/jscodeshift,DefinitelyTyped/DefinitelyTyped,20669861.0,2,0,46776,66341
storybook-addon-mdx-embed,PaulieScanlon/mdx-embed,85660.0,4,5,260,258
jsep,EricSmekens/jsep,22139947.0,0,18,803,258
@apitable/react-flow,wbkd/react-flow,32806.0,12,30,19952,2951
@lambda-middleware/class-validator,dbartholomae/lambda-middleware,65526.0,6,30,150,72
@pixi-spine/runtime-3.7,pixijs/pixi-spine,753475.0,2,1,530,545
promise-retry,IndigoUnited/node-promise-retry,470460961.0,2,3,305,43
imgix-core-js,imgix/imgix-core-js,743853.0,2,18,120,383
@types/open-graph,DefinitelyTyped/DefinitelyTyped,74666.0,1,0,46776,66341
@thisisagile/easy-mssql,thisisagile/easy,92435.0,3,1,105,493
v-wave,justintaddei/v-wave,92884.0,2,17,338,671
@chainsafe/dappeteer,chainsafe/dappeteer,122717.0,7,26,478,346
tencentcloud-sdk-nodejs-lcic,tencentcloud/tencentcloud-sdk-nodejs,34836.0,1,10,345,147
appium-uiautomator2-driver,appium/appium-uiautomator2-driver,8076228.0,15,49,432,672
@supabase/postgres-meta,supabase/postgres-meta,47095.0,17,12,796,734
@uifabric/icons,microsoft/fluentui,3302530.0,4,2,17496,30035
@formatjs/ts-transformer,formatjs/formatjs,20000840.0,8,0,14024,4122
@intlify/vue-i18n-loader,intlify/bundle-tools,8415687.0,8,0,224,288
svg-mixer-utils,JetBrains/svg-mixer,831894.0,5,1,174,162
@grafana/e2e-selectors,grafana/grafana,1906396.0,3,9,59732,81735
@nguniversal/common,angular/universal,8645212.0,5,0,4022,3180
nette-forms,nette/forms,136491.0,0,0,476,309
@aws-sdk/credential-provider-sso,aws/aws-sdk-js-v3,373119027.0,7,6,2801,5575
leaflet,Leaflet/Leaflet,40531047.0,0,27,39667,9133
@builder.io/webcomponents,BuilderIO/builder,73170.0,14,46,6510,3033
flowbite-datepicker,themesberg/tailwind-datepicker,218615.0,1,19,130,37
cbor-x,kriszyp/cbor-x,886595.0,0,12,225,96
wade,KingPixil/wade,63306.0,0,9,2974,26
@formkit/validation,formkit/formkit,933646.0,3,0,3971,1124
@types/merge-deep,DefinitelyTyped/DefinitelyTyped,339650.0,0,0,46776,66341
shiki-twoslash,shikijs/twoslash,239218.0,5,8,960,194
ccxt,ccxt/ccxt,1439007.0,1,30,30809,21604
@types/pouchdb-replication,DefinitelyTyped/DefinitelyTyped,990441.0,2,0,46776,66341
mathquill4quill,c-w/mathquill4quill,43819.0,0,20,130,103
@types/passport-apple,DefinitelyTyped/DefinitelyTyped,947033.0,2,0,46776,66341
p-pipe,sindresorhus/p-pipe,125510409.0,0,4,118,11
@accounts/mongo-sessions,accounts-js/accounts,35795.0,2,2,1483,1229
material-ui-pickers,dmtrKovalenko/material-ui-pickers,2002144.0,11,0,2321,2161
streetscape.gl,uber/streetscape.gl,102566.0,2,0,890,571
@mrblenny/react-flow-chart,MrBlenny/react-flow-chart,224369.0,8,28,1417,260
@jupyterlab/metapackage,jupyterlab/jupyterlab,1104685.0,90,8,13667,15931
browserslist-useragent,pastelsky/browserslist-useragent,5631472.0,3,13,293,78
@putout/plugin-remove-double-negations,coderaiser/putout,173335.0,1,7,642,199
@miniflare/tre,cloudflare/miniflare,68292.0,16,9,3647,709
@suid/material,swordev/suid,67143.0,7,0,625,263
react-native-nfc-manager,whitedogg13/react-native-nfc-manager,419572.0,1,16,1244,706
nuxt-quasar-ui,Maiquu/nuxt-quasar,26294.0,6,18,126,90
treeize,kwhitley/treeize,40945.0,3,4,189,48
@pnpm/calc-dep-state,pnpm/pnpm,610111.0,5,1,27276,6791
@shopify/with-env,Shopify/quilt,2479911.0,0,0,1644,2699
puppeteer-screen-recorder,prasanaworld/puppeteer-screen-recorder,2764809.0,2,24,312,80
primer-colors,primer/primer-primitives,22373.0,0,0,274,831
ccapture.js,spite/ccapture.js,26968.0,0,0,3484,148
piral-core,smapiot/piral,192378.0,4,8,1600,675
nerv-shared,NervJS/nerv,48784.0,0,0,5421,171
sodium-native,sodium-friends/sodium-native,4504730.0,1,3,292,191
aframe-event-set-component,supermedium/superframe,108679.0,1,31,1335,339
@azure/arm-mysql,Azure/azure-sdk-for-js,142340.0,7,16,1903,28860
wpapi,wp-api/node-wpapi,1031504.0,4,23,1661,517
lodash.delay,lodash/lodash,723024.0,0,0,58625,5615
ember-truth-helpers,jmurphyau/ember-truth-helpers,7035405.0,3,27,707,206
@hint/hint-strict-transport-security,webhintio/hint,1834786.0,6,14,3586,5677
@types/benchmark,DefinitelyTyped/DefinitelyTyped,3033319.0,0,0,46776,66341
@polkadot/x-randomvalues,polkadot-js/common,4177442.0,4,0,248,1903
@strapi/provider-email-sendmail,strapi/strapi,3403105.0,2,4,59316,18696
swell-js,swellstores/swell-js,228541.0,3,54,130,162
@paraswap/sdk,paraswap/paraswap-sdk,96611.0,6,17,653,164
@material/mwc-textarea,material-components/material-components-web-components,511036.0,4,0,8380,5360
datebook,jshor/datebook,1358134.0,0,25,319,223
@airgap/serializer,airgap-it/airgap-coin-lib,33247.0,1,0,142,55
@algolia/requester-common,algolia/algoliasearch-client-js,47654115.0,0,0,1293,1489
@vaadin/crud,vaadin/web-components,331829.0,12,3,385,6429
@roots/bud-sass,roots/bud,208897.0,10,7,311,2561
split,dominictarr/split,442579340.0,1,6,347,32
draco3d,google/draco,10587924.0,0,0,6168,1032
leaflet.geodesic,henrythasler/Leaflet.Geodesic,85306.0,1,27,149,105
react-notify-toast,jesusoterogomez/react-notify-toast,244489.0,4,10,187,87
@turf/boolean-disjoint,Turfjs/turf,14666555.0,6,10,8698,2557
@web-types/bootstrap-vue,JetBrains/web-types,144286.0,0,0,273,78
merkle-patricia-tree,ethereumjs/ethereumjs-monorepo,19149612.0,6,17,2443,3252
@preact/async-loader,preactjs/preact-cli,496401.0,3,0,4677,1787
@nextui-org/use-aria-accordion-item,nextui-org/nextui,101062.0,5,0,18670,2023
ask-sdk-dynamodb-persistence-adapter,alexa/alexa-skills-kit-sdk-for-nodejs,197103.0,2,16,3115,736
react-router-scroll,taion/react-router-scroll,1466805.0,7,37,841,108
@types/cwise-parser,DefinitelyTyped/DefinitelyTyped,22343.0,0,0,46776,66341
wifiwizard2,tripflex/wifiwizard2,24933.0,0,3,122,139
gulp-changed,sindresorhus/gulp-changed,2744590.0,4,8,742,91
@commercetools-uikit/localized-utils,commercetools/ui-kit,202445.0,4,0,144,2733
@breejs/later,breejs/later,4993094.0,0,27,122,35
victory-stack,FormidableLabs/victory,10357460.0,5,2,10744,2717
schema-validator,Nijikokun/Validator,83907.0,0,0,158,17
remark-lint-heading-increment,remarkjs/remark-lint,1865908.0,5,0,900,309
@tiptap/extension-color,ueberdosis/tiptap,2737710.0,2,2,23241,3531
@types/sequencify,DefinitelyTyped/DefinitelyTyped,60035.0,0,0,46776,66341
use-clippy,CharlesStover/use-clippy,58305.0,1,4,178,55
commitlint-config-gitmoji,arvinxx/gitmoji-commit-workflow,353843.0,4,1,201,676
@webiny/pubsub,webiny/webiny-js,74200.0,0,10,7056,3895
cdk-serverless-clamscan,awslabs/cdk-serverless-clamscan,201273.0,2,22,202,1123
@types/event-kit,DefinitelyTyped/DefinitelyTyped,120644.0,0,0,46776,66341
docusaurus-preset-openapi,cloud-annotations/docusaurus-openapi,94564.0,6,1,463,280
vue-context-menu,vmaimone/vue-context-menu,149145.0,1,21,295,27
@lion/input-datepicker,ing-bank/lion,42858.0,7,0,1678,2095
mx.ferreyra.callnumber,Rohfosho/CordovaCallNumberPlugin,120359.0,0,0,186,96
netlify-cms-widget-date,netlify/netlify-cms,775333.0,8,0,17430,6980
react-native-modal-translucent,listenzz/react-native-modal-translucent,51470.0,2,7,204,34
vue2-google-maps,xkjyeah/vue-google-maps,4146716.0,2,44,1880,796
@types/react-bootstrap-typeahead,DefinitelyTyped/DefinitelyTyped,1710770.0,1,0,46776,66341
@webpack-blocks/sass,andywer/webpack-blocks,44821.0,6,3,2980,361
@awesome-cordova-plugins/open-native-settings,danielsogl/awesome-cordova-plugins,339009.0,3,0,2360,4704
rendition,balena-io-modules/rendition,194282.0,58,43,213,1733
@fluentui-react-native/focus-trap-zone,microsoft/fluentui-react-native,36749.0,7,6,1146,3477
@jupyterlab/csvviewer-extension,jupyterlab/jupyterlab,1200022.0,11,3,13667,15931
@bedrock-layout/primitives,Bedrock-Layouts/Bedrock,61731.0,21,0,436,2386
roblox-ts,roblox-ts/roblox-ts,46138.0,16,13,797,2605
@node-rs/bcrypt-android-arm64,napi-rs/node-rs,331516.0,0,0,945,802
@semcore/tooltip,semrush/intergalactic,277797.0,6,2,124,1196
pandemonium,yomguithereal/pandemonium,1237919.0,1,8,149,31
@ckeditor/ckeditor5-source-editing,ckeditor/ckeditor5,969351.0,2,0,8048,15968
ims-lti,omsmith/ims-lti,142910.0,3,8,108,86
match-media,paulirish/matchMedia.js,1569801.0,0,0,2381,87
@udecode/plate-ui-list,udecode/plate,890393.0,10,0,7316,2428
@tinacms/search,tinacms/tinacms,104591.0,9,9,10906,4044
strong-soap,loopbackio/strong-soap,893863.0,12,25,382,716
yargs-parser,yargs/yargs-parser,4323103750.0,0,23,480,481
@airgap/astar,airgap-it/airgap-coin-lib,22742.0,6,0,142,55
@types/solidity-parser-antlr,federicobond/solidity-parser-antlr,81352.0,1,0,148,108
react-native-admob-native-ads,ammarahm-ed/react-native-admob-native-ads,35490.0,1,14,373,361
twin.macro,ben-rogerson/twin.macro,3627660.0,7,52,7775,547
tocca,GianlucaGuarini/Tocca.js,103298.0,0,10,659,91
vite-plugin-react,vitejs/vite-plugin-react,43564.0,4,4,478,260
@polywrap/wasm-as,polywrap/monorepo,22408.0,4,2,169,1931
lightningcss-linux-arm64-musl,parcel-bundler/lightningcss,2835471.0,0,0,5754,686
unstated-debug,sindresorhus/unstated-debug,85716.0,2,7,233,17
interactive-landscape,cncf/landscapeapp,22956.0,33,0,247,892
os-service,nospaceships/node-os-service,21923.0,1,0,178,54
@lambda-middleware/compose,dbartholomae/lambda-middleware,191378.0,1,36,150,72
socket.io-client-pure,Automattic/socket.io-client,158527.0,11,10,10507,1607
@types/escape-html,DefinitelyTyped/DefinitelyTyped,15793382.0,0,0,46776,66341
@sanity/components,sanity-io/sanity,789764.0,0,0,4843,5699
@state-designer/core,steveruizok/state-designer,41291.0,2,2,636,42
@unlighthouse/server,harlan-zw/unlighthouse,100165.0,3,0,3484,178
@putout/plugin-remove-useless-mapped-types,coderaiser/putout,48662.0,1,6,642,199
dexie-react-hooks,dexie/Dexie.js,1264154.0,3,20,10556,1848
