repo_id,repo_names,n_stars,n_stars_low_activity,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkyNzIyMjA1OTQ=,yukinaga/minnano_ai,191,63,0.3298429319371728
,tipo23/dark-web-links,282,93,0.32978723404255317
R_kgDOKS9QjA,oleksandr-kravchenko/Free-twitter-account-unfreezing,156,51,0.3269230769230769
MDEwOlJlcG9zaXRvcnkxNDI1NDY1MTY=,metatron-app/metatron-discovery,2479,808,0.3259378781766841
MDEwOlJlcG9zaXRvcnkyMTcwMzQxMzc=,Argisht44/android,169,55,0.3254437869822485
MDEwOlJlcG9zaXRvcnk2NTk4OTU2MQ==,AlbertoOlla/esercizi-di-programmazione-javascript,1226,397,0.32381729200652526
R_kgDOIaIp3Q,JX3Toy/JX3Toy,207,67,0.32367149758454106
MDEwOlJlcG9zaXRvcnk5NDUyMTkxMQ==,BSData/wh40k,547,177,0.3235831809872029
,OlivierKuhn/PancakeSwapBot,860,278,0.32325581395348835
MDEwOlJlcG9zaXRvcnkxNTc5Nzk4MzE=,aa-miner/aaminer,811,261,0.3218249075215783
R_kgDOKgIMiw,mist-project/mist-v2,364,117,0.32142857142857145
MDEwOlJlcG9zaXRvcnkzNDc5Nzc2NjI=,pxvr-official/1,361,116,0.32132963988919666
,uzananupeworFusion/MEV-ETH-BOT-JAREDFROMSUBWAYETH,231,74,0.3203463203463203
MDEwOlJlcG9zaXRvcnkyODExMDIyNzI=,baek2sm/ml,178,57,0.3202247191011236
MDEwOlJlcG9zaXRvcnkyMzY2NDUzMTk=,zhycorp/disc-11,1151,367,0.3188531711555169
,AtomicCheatz/Fortnite-External,405,129,0.31851851851851853
R_kgDOG4KTsQ,shenkeYT/blooket-hack,490,156,0.3183673469387755
MDEwOlJlcG9zaXRvcnkxNTA4MjUwNjY=,webartifex/intro-to-python,890,282,0.31685393258426964
MDEwOlJlcG9zaXRvcnkzOTA3MzMzOTU=,BUAA-BDA/OpenHuFu,709,224,0.3159379407616361
,CrudierCub/VoiceMod_CR,440,139,0.3159090909090909
R_kgDOGzcyYg,2spy/Vinted-Discord-Bot,342,108,0.3157894736842105
MDEwOlJlcG9zaXRvcnkyMDY4ODAyMDk=,kinkofer/FightClub5eXML,722,227,0.314404432132964
R_kgDOGgv9cw,codeSTACKr/create-10k-nft-collection,2014,630,0.3128103277060576
MDEwOlJlcG9zaXRvcnkxMzQzNDQ3MDY=,harmony-one/harmony,1430,446,0.3118881118881119
R_kgDOMFTJeQ,fovovov/x,231,72,0.3116883116883117
,DevxStudio/Phoenix-Clipper-Malware,501,155,0.3093812375249501
,paidworkco/worken-sdk-flutter,233,72,0.3090128755364807
R_kgDOHJ4emg,ALwALIt/dar,169,52,0.3076923076923077
MDEwOlJlcG9zaXRvcnkzMDQ1MDMzNjQ=,kirklin/cpdaily,254,78,0.30708661417322836
MDEwOlJlcG9zaXRvcnkyMjU5Nzk1Nzg=,talkpython/python-for-absolute-beginners-course,2381,730,0.30659386812263756
MDEwOlJlcG9zaXRvcnkzMjE1MzA4MDE=,subquery/subql,18485,5664,0.3064106031917771
MDEwOlJlcG9zaXRvcnkzODM3MjEzMDk=,SealedSaucer/Online-Forever,998,304,0.3046092184368738
,ShayanWajahat/GooglePage,184,56,0.30434782608695654
,ScriptKlddie/DriverBoost,240,73,0.30416666666666664
MDEwOlJlcG9zaXRvcnkzNDQ4OTExNjc=,IVETRI/SongPlayRoBot,1092,331,0.3031135531135531
MDEwOlJlcG9zaXRvcnkyODEwNzY4NTY=,MLReef/mlreef,1510,456,0.3019867549668874
,Exein-io/exein,232,70,0.3017241379310345
,Zeraphis/1FrtnJ1001,257,77,0.29961089494163423
R_kgDOJcGTvQ,notunderctrl/image-generator-bot,207,62,0.2995169082125604
,D3at1tGdt4XF/LunaAi,167,50,0.2994011976047904
R_kgDOG95sSw,catchain/tonscan,211,63,0.2985781990521327
R_kgDOKJFDow,elrebelde21/NovaBot-MD,188,56,0.2978723404255319
R_kgDOLcdOxg,GaiaNet-AI/gaianet-node,1949,580,0.297588506926629
,Hawkish-Team/Hawkish-Grabber,192,57,0.296875
R_kgDOJWIe0w,CreativePSofficial/CreativePSScripts,182,54,0.2967032967032967
,DevlopBotf/Solana-trade-bot,200,59,0.295
R_kgDOHO57wA,OpenClassrooms-Student-Center/1603881-creez-votre-site-web-avec-html5-et-css3,217,64,0.29493087557603687
,voloviktarasewu/darkweb-tourism,3450,1017,0.29478260869565215
MDEwOlJlcG9zaXRvcnkzMjUxMzQ2NTY=,PojavLauncherTeam/PojavLauncher_iOS,2326,685,0.2944969905417025
R_kgDOISCFlA,prophesier/diff-svc,3037,893,0.29404017122160025
R_kgDOI1C3kQ,FlyingMusicNote/BEST-HWID-SPOOFER,177,52,0.2937853107344633
,r1ghtl3ft/Pancakeswap-Sniper-Bot-BSC,742,217,0.29245283018867924
,05Konz/Blooket-Cheats,226,66,0.2920353982300885
MDEwOlJlcG9zaXRvcnkxNzIxOTU5MjI=,VerusCoin/Verus-Mobile,199,58,0.2914572864321608
R_kgDOIl28MA,calistus-igwilo/nitda-blockchain-scholarship,3072,895,0.2913411458333333
,drainerstore12/MULTICHAINDRAINER-ETHEREUM-DRAINER-CRYPTO-DRAINER-2023-ETH-DRAINER-TOKEN-NFT-SEAPORT,341,98,0.2873900293255132
,Novastral/MyMyProjectnew2,422,121,0.28672985781990523
R_kgDOLcMDug,josejesusguzman/acordeon-sc900,213,61,0.2863849765258216
,ttyson31/tor-verified-list,269,77,0.2862453531598513
MDEwOlJlcG9zaXRvcnkyMDEwNTMzNTU=,Denishnc/b0mb3r,472,135,0.2860169491525424
R_kgDOIiXeKA,ArisGuimera/Android-Expert,4394,1248,0.28402366863905326
MDEwOlJlcG9zaXRvcnkzMjE5NDE2ODY=,Team-BANERUS/poketwo-Autocatcher,1962,557,0.2838939857288481
R_kgDOLoj9ew,OpenNJet/OpenNJet,1112,315,0.28327338129496404
R_kgDOKcpa9g,zk-Call/zkp-hmac-communication-python,4644,1315,0.28316106804478897
MDEwOlJlcG9zaXRvcnkyNzk4OTI0NzI=,chithakumar13/FUT-Auto-Buyer,376,106,0.28191489361702127
R_kgDOIlvXeA,jepthoniq/lMl10l,210,59,0.28095238095238095
MDEwOlJlcG9zaXRvcnkxNzc3ODE2MDE=,Cocos-BCX/cocos-bcx-node-bin,2617,735,0.280855941918227
MDEwOlJlcG9zaXRvcnkyODY3MjIyNzE=,etherspot/etherspot-sdk,406,114,0.28078817733990147
,CodingForCrypt0/pancakeswap-sniper-bot,364,102,0.2802197802197802
MDEwOlJlcG9zaXRvcnk2MTE2Njg4Ng==,gregcw11/CHDL,183,51,0.2786885245901639
MDEwOlJlcG9zaXRvcnkxODA3NDUzNjA=,Cocos-BCX/ERC-1808,1698,471,0.2773851590106007
,fuck3erboy/instahack,274,76,0.2773722627737226
MDEwOlJlcG9zaXRvcnkxMTQyMjk5MDU=,limneos/MobileMiner,246,68,0.2764227642276423
MDEwOlJlcG9zaXRvcnkyMDE3MDQ1MDk=,DUanalytics/rAnalytics,192,53,0.2760416666666667
R_kgDOIsbjFQ,AammarTufail/python_ka_chilla2023,605,167,0.27603305785123966
MDEwOlJlcG9zaXRvcnkyNzE3ODIzMjk=,berichan/ACNHMobileSpawner,448,123,0.27455357142857145
,terghar/MevBot,204,56,0.27450980392156865
MDEwOlJlcG9zaXRvcnkzMzU3OTcwOTA=,rafaelpsilva07/Python-para-Engenheiros-e-Cientistas,204,56,0.27450980392156865
R_kgDOHrdcHw,memte/v14-slash-command-handler,237,65,0.2742616033755274
R_kgDOLYo3Ig,lulu5239/view-loggers,435,119,0.2735632183908046
,pinball297/bloodharvest,184,50,0.2717391304347826
MDEwOlJlcG9zaXRvcnkyMDMzNjk5ODU=,codelex-io/prep-course,468,127,0.27136752136752135
R_kgDOG0UXEg,Letscode-br/lc-challenges-python,262,71,0.27099236641221375
MDEwOlJlcG9zaXRvcnkzNzc4OTU3MTY=,herbsjs/herbs,403,109,0.2704714640198511
MDEwOlJlcG9zaXRvcnkyNTUyNDUwOTU=,binance-chain/whitepaper,1453,392,0.2697866483138334
R_kgDOImG53w,septiandwica/kado,249,67,0.26907630522088355
MDEwOlJlcG9zaXRvcnkxNDUyODk1MjA=,kartarkat/Database-connectivity-for-website-using-local-server,565,152,0.26902654867256637
,casubsverssnor1979/Aviator-Prediction-App,201,54,0.26865671641791045
,terra-rebels/classic,242,65,0.26859504132231404
R_kgDOHXH8vg,ading2210/edpuzzle-answers,210,56,0.26666666666666666
R_kgDOJ9Qb1w,alexjc/weboptout,248,66,0.2661290322580645
,rxrw/daily_morning,4873,1292,0.26513441411861277
R_kgDOIS-JTQ,PojavLauncherTeam/pojavlauncherteam.github.io,272,72,0.2647058823529412
,Nnsug/ETH-MEV-BOT,723,191,0.2641770401106501
R_kgDOI_qv6g,TheExplainthis/ChatGPT-Discord-Bot,549,145,0.2641165755919854
R_kgDOINc2wQ,LinkedInLearning/python-essential-training-4314028,485,128,0.2639175257731959
,skyline-emu/skyline,14627,3851,0.26328023518151367
MDEwOlJlcG9zaXRvcnkyOTQ4MDIyNTM=,moddio/taro,304,80,0.2631578947368421
,benosi/ETH-ARBITRAGE-MEV-BOT,190,50,0.2631578947368421
MDEwOlJlcG9zaXRvcnkxMzA4Mjg0NTg=,MedPoints/site,252,66,0.2619047619047619
R_kgDOKmC7_w,LinkedInLearning/advanced-prompt-engineering-techniques-3817061,191,50,0.2617801047120419
R_kgDOLR0lcQ,warden-protocol/wardenprotocol,1056,276,0.26136363636363635
R_kgDOJ0qvVA,kroma-network/tachyon,7660,1991,0.2599216710182768
R_kgDOHCEsiA,saifalisew1508/Telegram-Members-Adder,597,155,0.25963149078726966
,tubeDroid/youtube-bot,474,123,0.25949367088607594
R_kgDOHg22Kg,sismo-core/sismo-protocol,19113,4958,0.25940459373201485
R_kgDOGSyW2g,LinkedInLearning/learning-linux-command-line-3005201,270,70,0.25925925925925924
MDEwOlJlcG9zaXRvcnkzNDM0MjU1MjU=,xtblock/xtt,864,223,0.25810185185185186
R_kgDOIvoxGQ,etherspot/skandha,584,150,0.2568493150684932
R_kgDOGLrpuA,pi-apps/pi-explorer,3221,824,0.2558211735485874
,StevenCastroSC/selenium-bot-defi,551,140,0.2540834845735027
R_kgDOJhvZ8A,LedgityLabs/LedgityYield,641,162,0.25273010920436817
R_kgDOGtZlgQ,helium/denylist,285,72,0.25263157894736843
R_kgDOH2retg,sea-protocol/seaprotocol,5114,1290,0.2522487289792726
MDEwOlJlcG9zaXRvcnkxODgwMzcxNjc=,Java0Tutor/1_Basics_of_software_code_development,234,59,0.25213675213675213
R_kgDOJAaI8g,TheExplainthis/ChatGPT-Line-Bot,1488,374,0.2513440860215054
R_kgDOHC_hgg,"help-iq2/Music2,help-iq/Music2",841,211,0.25089179548156954
MDEwOlJlcG9zaXRvcnkxNjcyMzg1MDQ=,mysynchronium/synchrobit,280,70,0.25
R_kgDOHO5Afg,skyline-emu/skyline-games-list,442,110,0.248868778280543
R_kgDOKj-4Cg,vechain/vechain-dapp-kit,1708,418,0.24473067915690866
R_kgDOGL4JVQ,"Avnsx/fansly-downloader,Avnsx/fansly",1266,309,0.24407582938388625
,flyflow-devs/flyflow,518,126,0.24324324324324326
R_kgDOJfdIQw,ardha27/AI-Song-Cover-RVC,852,207,0.24295774647887325
MDEwOlJlcG9zaXRvcnk5NDg4NDExNA==,91DarioDev/forwardscoverbot,210,51,0.24285714285714285
,re-ovo/awara,577,140,0.24263431542461006
MDEwOlJlcG9zaXRvcnkxOTAzNDQ2MjM=,Cocos-BCX/JSSDK,837,203,0.24253285543608125
R_kgDOJ_M5vg,nasa/spaceapps,389,94,0.2416452442159383
MDEwOlJlcG9zaXRvcnkxNzUzNTg2NzI=,Cocos-BCX/1808,698,168,0.24068767908309455
,mete421/AgentView,213,51,0.23943661971830985
R_kgDOHnyDbw,Vetoyi/CN_Patch.Being_A_DIK,255,61,0.23921568627450981
MDEwOlJlcG9zaXRvcnk0MDUzNDEyNTU=,archibaldmilton/Girellu,385,92,0.23896103896103896
MDEwOlJlcG9zaXRvcnkyNzg1MzcyNTM=,cfbrevamped/CFBR-Easy-Installer,222,53,0.23873873873873874
,RaulCodesBTC/pancakeswap-sniper-bot,277,66,0.23826714801444043
MDEwOlJlcG9zaXRvcnk0MDEzMDE2MjM=,simonfarah/tiktok-bot,417,99,0.23741007194244604
MDEwOlJlcG9zaXRvcnkzMDc3NzM4NjY=,elsoul/souls,295,70,0.23728813559322035
MDEwOlJlcG9zaXRvcnkxMjgwMTc5MTE=,Ray512512/JavaProject.Base,347,82,0.23631123919308358
MDEwOlJlcG9zaXRvcnkzNDAxNzQ4NDE=,ns1labs/orb,413,97,0.23486682808716708
